类目编码,类目名称,终止日期,行业类型,行业类型编码,类目名称英文,父类编码,分级
O801,家庭服务,,中国上市公司协会上市公司行业分类标准,008001,Home Services,O80,3
O802,托儿所服务,,中国上市公司协会上市公司行业分类标准,008001,Nursery Services,O80,3
O803,洗染服务,,中国上市公司协会上市公司行业分类标准,008001,Washing and Dyeing Services,O80,3
O804,理发及美容服务,,中国上市公司协会上市公司行业分类标准,008001,Haircut and Beauty Services,O80,3
O805,洗浴和保健养生服务,,中国上市公司协会上市公司行业分类标准,008001,Bath and Health Care Services,O80,3
O806,摄影扩印服务,,中国上市公司协会上市公司行业分类标准,008001,Photography and Printing Services,O80,3
O807,婚姻服务,,中国上市公司协会上市公司行业分类标准,008001,Marriage Services,O80,3
O808,殡葬服务,,中国上市公司协会上市公司行业分类标准,008001,Funeral Services,O80,3
O809,其他居民服务业,,中国上市公司协会上市公司行业分类标准,008001,Other Resident Services,O80,3
O81,机动车、电子产品和日用产品修理业,,中国上市公司协会上市公司行业分类标准,008001,"Motor Vehicle, Electronic Products and Household Products Repair",O,2
O811,汽车、摩托车等修理与维护,,中国上市公司协会上市公司行业分类标准,008001,Automobile and Motorcycles Repair and Maintenance,O81,3
O812,计算机和办公设备维修,,中国上市公司协会上市公司行业分类标准,008001,Computer and Office Equipment Maintenance,O81,3
O813,家用电器修理,,中国上市公司协会上市公司行业分类标准,008001,Household Appliance Repair,O81,3
O819,其他日用产品修理业,,中国上市公司协会上市公司行业分类标准,008001,Other Household Products Repair,O81,3
O82,其他服务业,,中国上市公司协会上市公司行业分类标准,008001,Other Services,O,2
O821,清洁服务,,中国上市公司协会上市公司行业分类标准,008001,Cleaning Services,O82,3
O822,宠物服务,,中国上市公司协会上市公司行业分类标准,008001,Pet Services,O82,3
O829,其他未列明服务业,,中国上市公司协会上市公司行业分类标准,008001,Other Unspecified Services,O82,3
P,教育,,中国上市公司协会上市公司行业分类标准,008001,Education,0,0
P83,教育,,中国上市公司协会上市公司行业分类标准,008001,Education,P,2
P831,学前教育,,中国上市公司协会上市公司行业分类标准,008001,Preschool Education,P83,3
P832,初等教育,,中国上市公司协会上市公司行业分类标准,008001,Primary Education,P83,3
P833,中等教育,,中国上市公司协会上市公司行业分类标准,008001,Secondary Education,P83,3
P834,高等教育,,中国上市公司协会上市公司行业分类标准,008001,Higher Education,P83,3
P835,特殊教育,,中国上市公司协会上市公司行业分类标准,008001,Special Education,P83,3
P839,技能培训、教育辅助及其他教育,,中国上市公司协会上市公司行业分类标准,008001,"Skills Training, Educational Assistance and Other Education",P83,3
Q,卫生和社会工作,,中国上市公司协会上市公司行业分类标准,008001,Health and Social Works,0,0
Q84,卫生,,中国上市公司协会上市公司行业分类标准,008001,Health,Q,2
Q841,医院,,中国上市公司协会上市公司行业分类标准,008001,Hospitals,Q84,3
Q842,基层医疗卫生服务,,中国上市公司协会上市公司行业分类标准,008001,Primary Medical and Health Services,Q84,3
Q843,专业公共卫生服务,,中国上市公司协会上市公司行业分类标准,008001,Professional Public Health Services,Q84,3
Q849,其他卫生活动,,中国上市公司协会上市公司行业分类标准,008001,Other Health Activities,Q84,3
Q85,社会工作,,中国上市公司协会上市公司行业分类标准,008001,Social Works,Q,2
Q851,提供住宿社会工作,,中国上市公司协会上市公司行业分类标准,008001,Social Work with Accommodation,Q85,3
Q852,不提供住宿社会工作,,中国上市公司协会上市公司行业分类标准,008001,Social Work with No Accommodation,Q85,3
R,文化、体育和娱乐业,,中国上市公司协会上市公司行业分类标准,008001,"Culture, Sports and Entertainment",0,0
R86,新闻和出版业,,中国上市公司协会上市公司行业分类标准,008001,News and Publishing,R,2
R861,新闻业,,中国上市公司协会上市公司行业分类标准,008001,News,R86,3
R862,出版业,,中国上市公司协会上市公司行业分类标准,008001,Publishing,R86,3
R87,广播、电视、电影和录音制作业,,中国上市公司协会上市公司行业分类标准,008001,"Broadcast, Television, Film and Recording Production",R,2
R871,广播,,中国上市公司协会上市公司行业分类标准,008001,Broadcast,R87,3
R872,电视,,中国上市公司协会上市公司行业分类标准,008001,Television,R87,3
R873,影视节目制作,,中国上市公司协会上市公司行业分类标准,008001,Film and Television Program Production,R87,3
R874,广播电视集成播控,,中国上市公司协会上市公司行业分类标准,008001,Radio and Television Integrated Broadcast Control,R87,3
R875,电影和广播电视节目发行,,中国上市公司协会上市公司行业分类标准,008001,"Film, Radio and Television Program Distribution",R87,3
R876,电影放映,,中国上市公司协会上市公司行业分类标准,008001,Film Screening,R87,3
R877,录音制作,,中国上市公司协会上市公司行业分类标准,008001,Sound Recording,R87,3
R88,文化艺术业,,中国上市公司协会上市公司行业分类标准,008001,Culture and Art,R,2
R881,文艺创作与表演,,中国上市公司协会上市公司行业分类标准,008001,Literary and Artistic Creation and Performance,R88,3
R882,艺术表演场馆,,中国上市公司协会上市公司行业分类标准,008001,Performing Arts Venue,R88,3
R883,图书馆与档案馆,,中国上市公司协会上市公司行业分类标准,008001,Library and Archive,R88,3
R884,文物及非物质文化遗产保护,,中国上市公司协会上市公司行业分类标准,008001,Cultural Relics and Intangible Cultural Heritage Protection,R88,3
R885,博物馆,,中国上市公司协会上市公司行业分类标准,008001,Museum,R88,3
R886,烈士陵园、纪念馆,,中国上市公司协会上市公司行业分类标准,008001,Martyrs Cemetery and Memorial Hall,R88,3
R887,群众文体活动,,中国上市公司协会上市公司行业分类标准,008001,Mass Cultural and Sports Activities,R88,3
R889,其他文化艺术业,,中国上市公司协会上市公司行业分类标准,008001,Other Culture and Arts,R88,3
R89,体育,,中国上市公司协会上市公司行业分类标准,008001,Sports,R,2
R891,体育组织,,中国上市公司协会上市公司行业分类标准,008001,Sports Organization,R89,3
R892,体育场地设施管理,,中国上市公司协会上市公司行业分类标准,008001,Sports Venue Facilities Management,R89,3
R893,健身休闲活动,,中国上市公司协会上市公司行业分类标准,008001,Fitness and Leisure Activities,R89,3
R899,其他体育,,中国上市公司协会上市公司行业分类标准,008001,Other Sports,R89,3
R90,娱乐业,,中国上市公司协会上市公司行业分类标准,008001,Entertainment,R,2
R901,室内娱乐活动,,中国上市公司协会上市公司行业分类标准,008001,Indoor Entertainment,R90,3
R902,游乐园,,中国上市公司协会上市公司行业分类标准,008001,Amusement Park,R90,3
R903,休闲观光活动,,中国上市公司协会上市公司行业分类标准,008001,Leisure and Sightseeing Activities,R90,3
R904,彩票活动,,中国上市公司协会上市公司行业分类标准,008001,Lottery Activities,R90,3
R905,文化体育娱乐活动与经纪代理服务,,中国上市公司协会上市公司行业分类标准,008001,"Cultural, Sports and Entertainment Activities and Brokerage Services",R90,3
R909,其他娱乐业,,中国上市公司协会上市公司行业分类标准,008001,Other Entertainment,R90,3
S,综合,,中国上市公司协会上市公司行业分类标准,008001,Conglomerates,0,0
S91,综合,,中国上市公司协会上市公司行业分类标准,008001,Conglomerates,S,2
S911,综合,,中国上市公司协会上市公司行业分类标准,008001,Conglomerates,S91,3
